temperature_2m,cloud_cover,shortwave_radiation,direct_radiation,direct_normal_irradiance,diffuse_radiation,wind_speed_10m,precipitation
12.7,100,491.0,202.0,300.8,289.0,5.2,0.0
13.6,100,492.0,165.0,243.4,327.0,8.6,0.0
12.5,96,423.0,137.0,216.4,286.0,10.4,0.0
11.0,99,374.0,118.0,218.2,256.0,10.4,0.0
9.9,100,208.0,25.0,61.4,183.0,5.8,0.0
9.4,91,81.0,4.0,16.6,77.0,5.9,0.0
7.7,92,23.0,3.0,31.7,20.0,4.1,0.0
5.7,78,0.0,0.0,0.0,0.0,6.9,0.0
5.7,7,0.0,0.0,0.0,0.0,6.1,0.0
5.7,56,0.0,0.0,0.0,0.0,5.0,0.0
6.3,98,0.0,0.0,0.0,0.0,1.9,0.0
5.5,100,0.0,0.0,0.0,0.0,3.3,0.0
7.5,99,0.0,0.0,0.0,0.0,1.9,0.0
7.0,100,0.0,0.0,0.0,0.0,3.8,0.0
11.4,100,0.0,0.0,0.0,0.0,1.5,0.0
11.6,100,0.0,0.0,0.0,0.0,1.8,0.0
11.4,100,0.0,0.0,0.0,0.0,1.4,0.2
9.8,100,0.0,0.0,0.0,0.0,4.9,0.9
9.7,100,0.0,0.0,0.0,0.0,5.3,1.0
9.8,100,3.0,0.0,0.0,3.0,4.0,0.3
10.2,99,18.0,0.0,0.0,18.0,4.2,0.5
12.2,87,101.0,10.0,26.7,91.0,4.0,0.0
15.3,33,320.0,144.0,278.6,176.0,4.0,0.0
18.0,36,522.0,364.0,587.1,158.0,3.4,0.0
19.6,37,571.0,403.0,595.6,168.0,6.4,0.0
19.1,38,562.0,394.0,577.2,168.0,7.3,0.1
16.2,100,483.0,296.0,464.1,187.0,6.7,3.8
15.4,89,142.0,8.0,14.7,134.0,6.5,0.3
16.2,33,236.0,103.0,250.6,133.0,6.0,0.0
15.1,39,138.0,74.0,302.7,64.0,3.6,0.0
15.3,33,24.0,9.0,93.2,15.0,2.6,0.0
13.9,22,0.0,0.0,0.0,0.0,2.2,0.0
11.9,24,0.0,0.0,0.0,0.0,4.7,0.0
10.4,48,0.0,0.0,0.0,0.0,4.5,0.0
9.9,37,0.0,0.0,0.0,0.0,3.6,0.0
9.5,83,0.0,0.0,0.0,0.0,5.2,0.0
9.1,98,0.0,0.0,0.0,0.0,6.5,0.0
10.1,98,0.0,0.0,0.0,0.0,5.2,0.0
10.5,98,0.0,0.0,0.0,0.0,6.2,0.0
11.2,99,0.0,0.0,0.0,0.0,6.5,0.0
9.3,90,0.0,0.0,0.0,0.0,7.6,0.0
9.9,57,0.0,0.0,0.0,0.0,7.9,0.0
9.4,14,0.0,0.0,0.0,0.0,10.8,0.0
10.8,87,15.0,4.0,52.5,11.0,8.9,0.0
14.3,94,72.0,21.0,101.6,51.0,7.3,0.0
15.6,81,105.0,8.0,21.1,97.0,7.0,0.0
17.0,88,202.0,52.0,99.6,150.0,13.0,0.0
19.1,79,303.0,106.0,169.6,197.0,9.3,0.0
21.2,80,578.0,375.0,550.2,203.0,11.1,0.0
22.0,61,575.0,399.0,580.4,176.0,8.6,0.0
21.1,77,491.0,320.0,498.2,171.0,6.0,2.7
20.7,58,329.0,193.0,351.3,136.0,6.7,0.1
19.4,44,208.0,104.0,250.6,104.0,4.5,0.0
17.2,73,120.0,53.0,213.4,67.0,5.1,0.0
14.3,39,19.0,5.0,50.8,14.0,6.9,0.0
15.4,33,0.0,0.0,0.0,0.0,3.4,0.0
13.5,32,0.0,0.0,0.0,0.0,5.9,0.0
13.5,74,0.0,0.0,0.0,0.0,5.2,0.0
10.5,85,0.0,0.0,0.0,0.0,7.6,0.0
11.0,92,0.0,0.0,0.0,0.0,6.8,0.0
12.3,91,0.0,0.0,0.0,0.0,0.4,0.0
12.2,90,0.0,0.0,0.0,0.0,1.6,0.0
11.5,69,0.0,0.0,0.0,0.0,2.9,0.0
10.8,81,0.0,0.0,0.0,0.0,4.1,0.2
11.5,52,0.0,0.0,0.0,0.0,3.5,0.1
11.7,63,0.0,0.0,0.0,0.0,3.3,0.0
11.4,98,0.0,0.0,0.0,0.0,2.5,0.4
11.4,99,10.0,1.0,12.7,9.0,1.5,1.1
11.0,100,38.0,1.0,4.7,37.0,1.5,0.8
12.3,99,111.0,9.0,23.4,102.0,0.8,1.2
13.2,100,181.0,14.0,26.5,167.0,0.5,0.7
12.9,100,158.0,5.0,7.9,153.0,2.1,0.5
13.4,100,219.0,13.0,18.9,206.0,3.0,0.5
13.2,100,186.0,4.0,5.8,182.0,5.8,0.5
12.9,95,77.0,0.0,0.0,77.0,7.8,1.3
12.4,100,159.0,23.0,41.5,136.0,6.9,1.3
12.0,100,43.0,0.0,0.0,43.0,3.6,1.0
11.0,100,23.0,3.0,11.9,20.0,4.8,2.3
10.5,100,4.0,0.0,0.0,4.0,2.9,1.8
10.3,100,0.0,0.0,0.0,0.0,4.0,1.1
10.0,100,0.0,0.0,0.0,0.0,4.1,0.6
9.8,100,0.0,0.0,0.0,0.0,4.3,0.8
9.6,100,0.0,0.0,0.0,0.0,3.7,1.4
9.4,100,0.0,0.0,0.0,0.0,3.6,1.5
9.3,100,0.0,0.0,0.0,0.0,3.6,0.9
9.4,100,0.0,0.0,0.0,0.0,5.6,0.8
9.2,100,0.0,0.0,0.0,0.0,4.7,1.6
9.2,100,0.0,0.0,0.0,0.0,3.3,1.0
8.9,100,0.0,0.0,0.0,0.0,4.5,0.8
8.6,99,0.0,0.0,0.0,0.0,4.2,0.2
8.4,100,0.0,0.0,0.0,0.0,4.7,0.0
8.0,100,8.0,1.0,12.3,7.0,3.3,0.0
8.8,100,67.0,5.0,23.0,62.0,1.8,0.0
9.9,100,216.0,92.0,235.9,124.0,1.1,0.0
11.5,71,407.0,258.0,484.4,149.0,3.1,0.3
13.2,94,551.0,374.0,588.6,177.0,2.7,0.1
14.2,97,570.0,366.0,529.3,204.0,3.3,0.0
14.9,73,596.0,373.0,535.2,223.0,4.9,0.0
14.8,99,566.0,375.0,575.6,191.0,4.7,0.0
14.9,0,518.0,384.0,688.1,134.0,5.2,0.0
14.3,0,357.0,234.0,552.9,123.0,5.5,0.0
12.8,0,191.0,112.0,437.3,79.0,6.1,0.0
9.3,1,39.0,15.0,146.6,24.0,5.8,0.0
7.3,4,0.0,0.0,0.0,0.0,5.8,0.0
6.1,28,0.0,0.0,0.0,0.0,5.5,0.0
5.8,25,0.0,0.0,0.0,0.0,4.3,0.0
6.8,27,0.0,0.0,0.0,0.0,1.1,0.0
6.7,63,0.0,0.0,0.0,0.0,0.8,0.0
7.0,92,0.0,0.0,0.0,0.0,1.9,0.0
7.4,64,0.0,0.0,0.0,0.0,2.9,0.0
7.2,100,0.0,0.0,0.0,0.0,2.3,0.0
7.8,98,0.0,0.0,0.0,0.0,2.3,0.0
7.6,100,0.0,0.0,0.0,0.0,0.8,0.0
7.4,96,0.0,0.0,0.0,0.0,0.4,0.0
7.1,63,0.0,0.0,0.0,0.0,1.5,0.0
6.5,49,19.0,5.0,59.3,14.0,3.1,0.0
8.8,42,143.0,72.0,323.4,71.0,2.3,0.0
11.1,17,328.0,219.0,554.0,109.0,2.2,0.0
12.8,17,494.0,361.0,671.1,133.0,1.4,0.0
14.3,84,619.0,473.0,738.4,146.0,2.2,0.0
15.6,82,683.0,518.0,743.7,165.0,3.9,0.0
16.0,78,660.0,480.0,684.0,180.0,5.1,0.0
16.4,94,617.0,439.0,669.2,178.0,5.2,0.0
16.4,75,520.0,362.0,643.7,158.0,5.5,0.0
15.3,71,355.0,222.0,519.6,133.0,7.6,0.0
13.7,76,196.0,114.0,438.5,82.0,6.9,0.0
12.0,74,40.0,12.0,115.1,28.0,5.7,0.0
9.6,95,0.0,0.0,0.0,0.0,5.9,0.0
10.7,32,0.0,0.0,0.0,0.0,2.0,0.0
9.6,66,0.0,0.0,0.0,0.0,2.6,0.0
8.4,29,0.0,0.0,0.0,0.0,0.4,0.0
7.3,81,0.0,0.0,0.0,0.0,3.1,0.0
6.5,89,0.0,0.0,0.0,0.0,3.2,0.0
5.9,95,0.0,0.0,0.0,0.0,2.3,0.0
5.1,96,0.0,0.0,0.0,0.0,3.2,0.0
5.1,74,0.0,0.0,0.0,0.0,3.9,0.0
4.2,72,0.0,0.0,0.0,0.0,4.4,0.0
4.0,77,0.0,0.0,0.0,0.0,4.8,0.0
3.6,81,0.0,0.0,0.0,0.0,5.1,0.0
5.1,96,23.0,5.0,57.4,18.0,3.1,0.0
7.8,97,126.0,24.0,105.2,102.0,4.4,0.0
10.5,98,276.0,99.0,247.1,177.0,3.5,0.0
13.7,99,438.0,218.0,401.3,220.0,3.7,0.0
15.9,92,494.0,205.0,317.4,289.0,2.6,0.0
17.1,87,543.0,244.0,347.8,299.0,1.5,0.0
17.7,99,527.0,220.0,311.4,307.0,2.9,0.0
18.2,54,471.0,171.0,258.9,300.0,6.4,0.0
17.8,49,463.0,310.0,547.1,153.0,6.0,0.0
17.0,0,335.0,214.0,496.2,121.0,6.6,0.0
15.4,2,201.0,124.0,470.0,77.0,4.1,0.0
13.5,8,42.0,17.0,160.1,25.0,6.4,0.0
13.4,60,0.0,0.0,0.0,0.0,4.2,0.0
12.2,33,0.0,0.0,0.0,0.0,0.5,0.0
10.8,0,0.0,0.0,0.0,0.0,1.9,0.0
9.4,0,0.0,0.0,0.0,0.0,3.3,0.0
8.4,0,0.0,0.0,0.0,0.0,4.3,0.0
6.3,0,0.0,0.0,0.0,0.0,4.9,0.0
5.5,0,0.0,0.0,0.0,0.0,4.8,0.0
6.9,0,0.0,0.0,0.0,0.0,2.3,0.0
6.7,0,0.0,0.0,0.0,0.0,3.9,0.0
5.9,0,0.0,0.0,0.0,0.0,4.6,0.0
5.3,0,0.0,0.0,0.0,0.0,5.5,0.0
5.4,0,0.0,0.0,0.0,0.0,4.6,0.0
4.9,0,26.0,9.0,100.2,17.0,1.5,0.0
8.2,0,174.0,102.0,436.9,72.0,2.5,0.0
11.7,0,358.0,256.0,630.3,102.0,2.5,0.0
15.4,0,524.0,403.0,734.7,121.0,3.1,0.0
18.2,0,646.0,514.0,789.6,132.0,4.4,0.0
19.8,90,712.0,575.0,814.0,137.0,5.4,0.0
20.7,93,713.0,570.0,801.5,143.0,6.5,0.0
20.9,92,642.0,478.0,718.8,164.0,9.8,0.0
19.7,91,467.0,240.0,420.4,227.0,11.4,0.0
18.7,2,348.0,199.0,457.1,149.0,8.3,0.0
16.6,0,202.0,123.0,459.6,79.0,4.4,0.0
16.7,0,45.0,18.0,166.6,27.0,2.5,0.0
15.7,6,0.0,0.0,0.0,0.0,2.4,0.0
13.7,28,0.0,0.0,0.0,0.0,2.0,0.0
11.4,11,0.0,0.0,0.0,0.0,3.1,0.0
10.4,43,0.0,0.0,0.0,0.0,3.1,0.0
9.7,86,0.0,0.0,0.0,0.0,3.1,0.0
9.7,36,0.0,0.0,0.0,0.0,3.9,0.0
9.6,95,0.0,0.0,0.0,0.0,2.7,0.0
10.4,74,0.0,0.0,0.0,0.0,3.9,0.0
10.2,97,0.0,0.0,0.0,0.0,6.4,0.0
10.0,99,0.0,0.0,0.0,0.0,4.3,0.0
10.3,97,0.0,0.0,0.0,0.0,4.2,0.0
8.5,100,0.0,0.0,0.0,0.0,3.3,0.0
9.8,99,9.0,0.0,0.0,9.0,3.2,0.0
11.7,100,53.0,3.0,12.6,50.0,2.6,0.2
14.5,98,198.0,39.0,94.8,159.0,4.2,0.1
16.0,100,205.0,53.0,95.7,152.0,2.3,0.1
16.1,100,184.0,8.0,12.2,176.0,3.1,0.5
16.5,95,279.0,20.0,28.1,259.0,10.2,0.2
18.3,62,428.0,161.0,224.9,267.0,4.8,0.0
18.5,77,446.0,283.0,422.8,163.0,11.8,0.8
15.9,91,225.0,59.0,102.6,166.0,6.5,2.0
15.2,68,164.0,41.0,93.3,123.0,6.5,0.6
14.3,50,140.0,57.0,210.0,83.0,2.3,1.0
11.9,78,28.0,9.0,81.9,19.0,6.4,1.5
11.5,81,0.0,0.0,0.0,0.0,4.2,1.4
9.8,78,0.0,0.0,0.0,0.0,7.2,0.0
9.8,40,0.0,0.0,0.0,0.0,5.2,0.1
8.0,62,0.0,0.0,0.0,0.0,6.2,0.0
7.4,55,0.0,0.0,0.0,0.0,6.8,0.0
7.5,52,0.0,0.0,0.0,0.0,7.1,0.0
8.5,22,0.0,0.0,0.0,0.0,5.2,0.0
6.8,32,0.0,0.0,0.0,0.0,8.4,0.0
6.1,8,0.0,0.0,0.0,0.0,6.4,0.0
5.1,11,0.0,0.0,0.0,0.0,7.9,0.0
6.2,8,0.0,0.0,0.0,0.0,6.5,0.0
7.1,7,0.0,0.0,0.0,0.0,6.1,0.0
7.1,7,30.0,10.0,104.9,20.0,4.5,0.0
10.2,11,170.0,93.0,380.4,77.0,2.6,0.0
13.7,2,349.0,231.0,554.0,118.0,3.8,0.0
16.0,11,524.0,395.0,706.4,129.0,6.6,0.0
17.0,15,609.0,450.0,680.6,159.0,8.4,0.0
17.6,32,679.0,531.0,741.3,148.0,11.0,0.0
17.0,50,603.0,438.0,607.8,165.0,11.8,0.4
16.4,66,474.0,276.0,409.6,198.0,12.1,0.0
15.4,42,379.0,226.0,390.2,153.0,11.8,0.1
15.1,57,316.0,190.0,428.6,126.0,7.7,0.0
13.8,66,169.0,78.0,283.4,91.0,1.8,2.0
11.4,91,29.0,7.0,62.6,22.0,4.2,0.1
9.7,95,0.0,0.0,0.0,0.0,5.4,0.0
9.2,94,0.0,0.0,0.0,0.0,5.0,0.0
8.1,92,0.0,0.0,0.0,0.0,6.3,0.0
8.2,78,0.0,0.0,0.0,0.0,5.7,0.0
9.0,14,0.0,0.0,0.0,0.0,4.9,0.0
8.5,9,0.0,0.0,0.0,0.0,4.2,0.0
7.8,63,0.0,0.0,0.0,0.0,4.9,0.1
7.2,55,0.0,0.0,0.0,0.0,3.6,0.1
6.5,82,0.0,0.0,0.0,0.0,4.0,0.0
5.9,89,0.0,0.0,0.0,0.0,4.4,0.0
5.8,89,0.0,0.0,0.0,0.0,5.8,0.0
5.5,85,0.0,0.0,0.0,0.0,6.6,0.0
6.4,71,31.0,7.0,71.3,24.0,3.8,0.0
9.3,62,161.0,70.0,280.0,91.0,1.1,0.0
11.8,40,329.0,187.0,442.7,142.0,4.8,0.0
14.1,22,512.0,369.0,653.7,143.0,1.5,0.0
15.4,27,623.0,466.0,699.3,157.0,0.8,0.0
16.4,26,711.0,551.0,764.0,160.0,2.6,0.0
15.2,63,601.0,368.0,507.4,233.0,13.0,0.1
13.8,74,365.0,153.0,225.6,212.0,6.4,0.0
11.0,98,184.0,43.0,73.7,141.0,7.6,0.8
11.3,93,178.0,36.0,80.5,142.0,1.0,0.3
10.8,97,132.0,24.0,86.0,108.0,2.5,0.0
9.7,98,25.0,3.0,26.4,22.0,2.7,0.0
9.2,97,0.0,0.0,0.0,0.0,3.3,0.0
8.5,58,0.0,0.0,0.0,0.0,4.0,0.0
9.0,63,0.0,0.0,0.0,0.0,2.0,0.0
8.8,42,0.0,0.0,0.0,0.0,2.3,0.0
8.8,29,0.0,0.0,0.0,0.0,4.2,0.0
8.2,16,0.0,0.0,0.0,0.0,1.5,0.0
7.5,21,0.0,0.0,0.0,0.0,1.6,0.0
6.3,28,0.0,0.0,0.0,0.0,6.3,0.0
6.4,4,0.0,0.0,0.0,0.0,3.8,0.0
6.2,3,0.0,0.0,0.0,0.0,0.4,0.0
5.5,3,0.0,0.0,0.0,0.0,2.9,0.0
5.0,4,0.0,0.0,0.0,0.0,2.7,0.0
5.0,4,37.0,14.0,138.7,23.0,3.2,0.0
7.9,35,194.0,116.0,454.1,78.0,2.0,0.0
10.7,75,381.0,271.0,633.4,110.0,2.4,0.0
12.8,100,541.0,396.0,695.1,145.0,1.8,0.0
14.2,100,602.0,355.0,528.7,247.0,1.1,0.0
15.3,92,675.0,431.0,593.6,244.0,0.4,0.0
16.2,83,708.0,497.0,681.0,211.0,3.9,0.0
16.7,7,590.0,405.0,593.3,185.0,4.2,0.0
16.5,46,481.0,310.0,527.7,171.0,4.7,0.0
16.1,76,340.0,208.0,461.1,132.0,2.5,0.0
14.8,60,196.0,93.0,329.0,103.0,3.6,0.0
15.0,100,50.0,15.0,129.8,35.0,6.5,0.0
14.3,99,0.0,0.0,0.0,0.0,3.3,0.0
13.3,98,0.0,0.0,0.0,0.0,2.4,0.0
10.7,100,0.0,0.0,0.0,0.0,5.2,0.0
10.6,98,0.0,0.0,0.0,0.0,5.2,0.0
11.0,97,0.0,0.0,0.0,0.0,1.8,0.0
10.4,99,0.0,0.0,0.0,0.0,3.9,0.0
10.3,99,0.0,0.0,0.0,0.0,4.8,0.0
10.3,61,0.0,0.0,0.0,0.0,4.8,0.0
8.7,84,0.0,0.0,0.0,0.0,6.8,0.0
9.8,87,0.0,0.0,0.0,0.0,6.6,0.0
9.2,78,0.0,0.0,0.0,0.0,7.4,0.0
9.0,80,0.0,0.0,0.0,0.0,7.4,0.0
9.7,72,37.0,11.0,106.0,26.0,4.8,0.0
13.2,0,187.0,101.0,387.0,86.0,3.3,0.0
16.8,5,375.0,266.0,613.9,109.0,4.3,0.0
19.5,4,537.0,410.0,713.1,127.0,7.1,0.0
21.3,46,659.0,521.0,770.1,138.0,7.0,0.0
22.6,77,727.0,583.0,797.7,144.0,7.1,0.0
23.6,51,713.0,530.0,721.7,183.0,6.6,0.0
24.3,100,674.0,530.0,771.6,144.0,6.4,0.0
24.3,27,556.0,416.0,703.2,140.0,5.4,0.0
23.3,97,398.0,280.0,615.4,118.0,4.4,0.0
20.6,86,202.0,96.0,335.2,106.0,5.1,0.0
16.2,97,54.0,19.0,161.8,35.0,8.2,0.0
14.4,98,0.0,0.0,0.0,0.0,8.1,0.0
13.4,87,0.0,0.0,0.0,0.0,7.2,0.0
11.7,99,0.0,0.0,0.0,0.0,7.6,0.0
12.0,100,0.0,0.0,0.0,0.0,6.2,0.0
12.3,99,0.0,0.0,0.0,0.0,5.8,0.0
12.1,99,0.0,0.0,0.0,0.0,4.3,0.0
12.4,100,0.0,0.0,0.0,0.0,5.1,0.0
15.1,100,0.0,0.0,0.0,0.0,4.3,0.0
15.3,99,0.0,0.0,0.0,0.0,3.3,0.0
13.9,100,0.0,0.0,0.0,0.0,3.2,0.0
13.9,100,0.0,0.0,0.0,0.0,4.3,0.0
14.9,99,0.0,0.0,0.0,0.0,4.3,0.0
15.5,94,15.0,1.0,9.4,14.0,4.1,0.0
18.0,100,130.0,29.0,108.8,101.0,1.8,0.0
20.7,100,274.0,84.0,191.5,190.0,3.9,0.0
21.3,99,254.0,54.0,93.1,200.0,3.6,0.0
22.8,100,419.0,149.0,218.6,270.0,6.7,0.0
24.1,100,502.0,151.0,205.3,351.0,8.4,0.0
24.6,100,485.0,141.0,190.8,344.0,7.2,0.0
23.9,100,365.0,54.0,78.1,311.0,6.0,0.0
23.0,100,256.0,15.0,25.2,241.0,4.7,0.0
22.3,100,239.0,30.0,65.4,209.0,4.6,0.0
20.3,100,149.0,20.0,68.9,129.0,5.0,0.0
17.2,100,30.0,0.0,0.0,30.0,8.2,0.0
16.3,100,0.0,0.0,0.0,0.0,6.6,0.0
15.5,100,0.0,0.0,0.0,0.0,7.2,0.0
17.5,97,0.0,0.0,0.0,0.0,3.8,0.0
13.5,99,0.0,0.0,0.0,0.0,7.4,0.0
15.1,100,0.0,0.0,0.0,0.0,1.5,0.2
13.7,99,0.0,0.0,0.0,0.0,4.6,0.3
12.8,85,0.0,0.0,0.0,0.0,5.4,0.0
11.7,94,0.0,0.0,0.0,0.0,6.3,0.0
11.2,33,0.0,0.0,0.0,0.0,5.8,0.0
11.6,25,0.0,0.0,0.0,0.0,5.2,0.0
11.1,18,0.0,0.0,0.0,0.0,5.4,0.0
10.8,14,0.0,0.0,0.0,0.0,6.3,0.0
11.3,99,35.0,12.0,109.8,23.0,7.2,0.0
11.2,100,135.0,37.0,136.1,98.0,8.1,0.0
11.0,96,146.0,6.0,13.5,140.0,8.5,0.0
11.0,99,195.0,10.0,17.1,185.0,9.0,0.0
12.3,99,261.0,30.0,43.7,231.0,6.9,0.0
13.8,81,410.0,93.0,125.6,317.0,10.9,0.0
15.5,77,607.0,350.0,470.8,257.0,12.1,0.0
13.7,77,471.0,170.0,244.5,301.0,10.6,0.0
13.4,31,414.0,210.0,350.2,204.0,10.4,0.0
11.9,57,281.0,124.0,268.0,157.0,10.3,0.0
9.9,66,139.0,49.0,166.8,90.0,8.9,0.0
8.4,100,34.0,9.0,74.3,25.0,4.0,0.0
8.2,100,0.0,0.0,0.0,0.0,3.6,0.0
7.9,100,0.0,0.0,0.0,0.0,2.7,0.0
8.0,100,0.0,0.0,0.0,0.0,2.5,0.0
7.8,100,0.0,0.0,0.0,0.0,1.8,0.0
7.8,100,0.0,0.0,0.0,0.0,3.2,0.0
7.8,99,0.0,0.0,0.0,0.0,4.8,0.1
7.2,96,0.0,0.0,0.0,0.0,3.7,0.0
7.6,89,0.0,0.0,0.0,0.0,4.5,0.0
7.1,79,0.0,0.0,0.0,0.0,3.6,0.0
7.6,76,0.0,0.0,0.0,0.0,3.1,0.3
8.2,81,0.0,0.0,0.0,0.0,5.4,0.4
9.0,53,0.0,0.0,0.0,0.0,5.4,0.0
10.4,13,35.0,11.0,98.1,24.0,2.9,0.0
13.5,5,204.0,118.0,425.4,86.0,2.2,0.0
17.2,12,389.0,280.0,623.1,109.0,3.4,0.0
18.5,67,525.0,395.0,668.8,130.0,6.4,1.3
18.4,54,474.0,276.0,399.2,198.0,6.8,0.6
16.9,70,621.0,393.0,527.5,228.0,17.3,2.2
18.1,23,528.0,316.0,422.5,212.0,2.3,0.0
18.9,28,593.0,436.0,623.2,157.0,13.0,0.1
18.1,57,475.0,338.0,560.0,137.0,12.7,0.0
16.7,40,273.0,141.0,302.3,132.0,9.8,0.0
13.9,41,190.0,105.0,353.1,85.0,8.6,0.1
10.7,60,39.0,13.0,105.8,26.0,3.3,0.2
9.8,26,0.0,0.0,0.0,0.0,6.6,0.0
7.9,21,0.0,0.0,0.0,0.0,2.9,0.0
8.4,10,0.0,0.0,0.0,0.0,1.8,0.0
7.7,1,0.0,0.0,0.0,0.0,5.7,0.0
7.7,0,0.0,0.0,0.0,0.0,6.4,0.0
7.9,0,0.0,0.0,0.0,0.0,5.0,0.0
6.8,0,0.0,0.0,0.0,0.0,4.8,0.0
6.3,2,0.0,0.0,0.0,0.0,6.9,0.0
5.7,32,0.0,0.0,0.0,0.0,6.0,0.0
5.9,4,0.0,0.0,0.0,0.0,4.1,0.0
4.2,12,0.0,0.0,0.0,0.0,6.8,0.0
5.8,6,0.0,0.0,0.0,0.0,5.4,0.0
6.6,1,51.0,21.0,182.9,30.0,4.3,0.0
10.3,1,219.0,136.0,480.9,83.0,2.9,0.0
14.1,89,410.0,299.0,657.7,111.0,4.1,0.0
16.3,92,539.0,349.0,585.9,190.0,1.4,0.0
17.4,81,658.0,446.0,640.5,212.0,2.3,0.0
18.8,89,754.0,588.0,784.3,166.0,3.4,0.0
19.8,94,763.0,600.0,797.6,163.0,6.3,0.0
20.5,95,692.0,512.0,727.5,180.0,8.0,0.0
20.5,72,585.0,442.0,727.6,143.0,4.0,0.0
20.0,84,424.0,307.0,653.0,117.0,6.1,0.0
17.3,72,218.0,110.0,365.5,108.0,6.8,0.0
13.8,81,60.0,18.0,144.4,42.0,6.4,0.0
15.1,54,0.0,0.0,0.0,0.0,1.8,0.0
13.9,77,0.0,0.0,0.0,0.0,3.0,0.0
13.2,33,0.0,0.0,0.0,0.0,4.6,0.0
12.9,38,0.0,0.0,0.0,0.0,1.3,0.0
12.7,92,0.0,0.0,0.0,0.0,1.3,0.0
11.6,99,0.0,0.0,0.0,0.0,2.3,0.0
11.7,99,0.0,0.0,0.0,0.0,1.8,0.0
9.0,98,0.0,0.0,0.0,0.0,7.0,0.0
10.3,99,0.0,0.0,0.0,0.0,2.5,0.0
9.9,97,0.0,0.0,0.0,0.0,2.5,0.0
10.5,100,0.0,0.0,0.0,0.0,2.4,0.0
9.2,100,0.0,0.0,0.0,0.0,5.4,0.0
9.7,99,14.0,0.0,0.0,14.0,8.4,0.0
9.4,100,91.0,7.0,24.3,84.0,7.1,0.0
9.6,100,96.0,0.0,0.0,96.0,7.6,0.1
9.9,100,107.0,0.0,0.0,107.0,7.2,0.1
10.0,99,73.0,0.0,0.0,73.0,8.8,0.2
10.0,100,272.0,33.0,43.7,239.0,11.4,0.0
9.1,100,266.0,29.0,38.3,237.0,10.4,0.0
7.6,100,205.0,5.0,7.1,200.0,9.8,0.0
7.6,100,164.0,0.0,0.0,164.0,8.9,0.0
7.6,100,115.0,4.0,8.4,111.0,5.7,0.0
7.2,100,45.0,0.0,0.0,45.0,6.4,0.0
6.6,100,16.0,0.0,0.0,16.0,4.6,0.0
6.0,100,0.0,0.0,0.0,0.0,5.8,0.0
5.5,100,0.0,0.0,0.0,0.0,5.2,0.0
5.0,100,0.0,0.0,0.0,0.0,5.0,0.2
4.9,100,0.0,0.0,0.0,0.0,6.2,0.2
4.9,100,0.0,0.0,0.0,0.0,2.8,0.1
4.2,100,0.0,0.0,0.0,0.0,6.0,0.0
4.4,100,0.0,0.0,0.0,0.0,7.3,0.0
4.6,100,0.0,0.0,0.0,0.0,10.4,0.0
5.3,100,0.0,0.0,0.0,0.0,10.1,0.0
5.7,92,0.0,0.0,0.0,0.0,10.6,0.0
6.3,97,0.0,0.0,0.0,0.0,8.2,0.0
6.6,94,0.0,0.0,0.0,0.0,8.9,0.0
7.6,88,25.0,5.0,41.6,20.0,7.7,0.0
8.9,80,140.0,43.0,146.5,97.0,9.4,0.1
11.8,78,280.0,131.0,281.7,149.0,9.2,0.1
15.3,70,437.0,229.0,378.0,208.0,8.5,0.0
18.4,21,535.0,294.0,416.5,241.0,4.9,0.0
22.1,81,647.0,464.0,611.5,183.0,7.2,0.0
16.2,99,463.0,251.0,329.9,212.0,18.6,0.0
17.2,72,304.0,78.0,109.6,226.0,7.2,0.0
17.0,81,366.0,185.0,300.7,181.0,3.1,0.5
16.4,100,231.0,104.0,217.8,127.0,5.1,0.3
14.9,100,85.0,3.0,9.7,82.0,6.8,0.5
12.8,99,18.0,1.0,7.8,17.0,5.2,0.3
11.8,87,0.0,0.0,0.0,0.0,6.3,0.2
12.0,99,0.0,0.0,0.0,0.0,3.5,0.0
12.1,86,0.0,0.0,0.0,0.0,2.1,0.0
11.7,88,0.0,0.0,0.0,0.0,6.1,0.0
10.2,100,0.0,0.0,0.0,0.0,10.4,0.0
8.9,96,0.0,0.0,0.0,0.0,9.1,0.0
8.7,100,0.0,0.0,0.0,0.0,5.6,0.0
8.2,100,0.0,0.0,0.0,0.0,5.7,0.0
8.2,100,0.0,0.0,0.0,0.0,4.7,0.0
8.3,100,0.0,0.0,0.0,0.0,3.1,0.0
8.3,100,0.0,0.0,0.0,0.0,6.4,0.0
7.8,100,0.0,0.0,0.0,0.0,6.0,0.0
7.5,100,12.0,0.0,0.0,12.0,2.9,0.1
7.9,100,62.0,9.0,30.1,53.0,4.4,0.0
8.7,100,173.0,6.0,12.8,167.0,7.1,0.1
9.4,100,249.0,39.0,63.9,210.0,5.3,0.1
9.8,100,302.0,48.0,67.5,254.0,6.3,0.0
10.4,100,194.0,13.0,17.0,181.0,6.0,0.0
10.7,100,306.0,25.0,32.7,281.0,8.4,0.2
11.0,86,194.0,11.0,15.4,183.0,5.7,0.0
10.2,100,171.0,8.0,12.9,163.0,8.5,0.1
8.7,100,116.0,8.0,16.6,108.0,7.8,0.1
7.6,100,24.0,0.0,0.0,24.0,7.1,0.2
7.1,100,10.0,0.0,0.0,10.0,6.1,0.3
6.6,100,0.0,0.0,0.0,0.0,5.5,0.2
